fontFileId	fontFamily	fontPath	leftCharacter	rightCharacter	leftGlyphId	rightGlyphId	leftGlyphName	rightGlyphName	availableKernEm	calculatedKernEm	differenceEm	absDifferenceEm	signChanged
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	D	M	39	48	D	M	-0.004000	-0.004000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	D	T	39	55	D	T	-0.049000	-0.049000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	D	V	39	57	D	V	-0.020000	-0.032000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	D	W	39	58	D	W	-0.022000	-0.034000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	D	Y	39	60	D	Y	-0.032000	-0.044574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	D	Z	39	61	D	Z	-0.039000	-0.051574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	E	-	40	16	E	hyphen	-0.009000	-0.021000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	E	C	40	38	E	C	-0.010000	-0.022000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	E	G	40	42	E	G	-0.010000	-0.022000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	E	O	40	50	E	O	-0.010000	-0.022000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	E	Q	40	52	E	Q	-0.010000	-0.022000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	E	–	40	265	E	endash	-0.009000	-0.021000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	E	—	40	266	E	emdash	-0.009000	-0.021000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	,	41	15	F	comma	-0.062000	-0.092000	-0.030000	0.030000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	-	41	16	F	hyphen	-0.021000	-0.033000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	.	41	17	F	period	-0.045000	-0.067500	-0.022500	0.022500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	;	41	30	F	semicolon	-0.062000	-0.092000	-0.030000	0.030000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	A	41	36	F	A	-0.011000	-0.023000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	C	41	38	F	C	-0.025000	-0.037500	-0.012500	0.012500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	G	41	42	F	G	-0.025000	-0.037500	-0.012500	0.012500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	M	41	48	F	M	-0.011000	-0.023000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	O	41	50	F	O	-0.025000	-0.037500	-0.012500	0.012500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	Q	41	52	F	Q	-0.025000	-0.037500	-0.012500	0.012500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	a	41	68	F	a	-0.057000	-0.085500	-0.028500	0.028500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	c	41	70	F	c	-0.057000	-0.085500	-0.028500	0.028500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	d	41	71	F	d	-0.057000	-0.085500	-0.028500	0.028500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	e	41	72	F	e	-0.057000	-0.085500	-0.028500	0.028500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	g	41	74	F	g	-0.057000	-0.085500	-0.028500	0.028500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	o	41	82	F	o	-0.057000	-0.085500	-0.028500	0.028500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	q	41	84	F	q	-0.057000	-0.085500	-0.028500	0.028500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	–	41	265	F	endash	-0.021000	-0.033000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	F	—	41	266	F	emdash	-0.021000	-0.033000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	I	C	44	38	I	C	-0.029000	-0.041574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	I	G	44	42	I	G	-0.029000	-0.041574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	I	O	44	50	I	O	-0.029000	-0.041574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	I	Q	44	52	I	Q	-0.029000	-0.041574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	J	U	45	56	J	U	-0.004000	-0.004000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	K	-	46	16	K	hyphen	-0.041000	-0.061500	-0.020500	0.020500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	K	C	46	38	K	C	-0.040000	-0.052574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	K	G	46	42	K	G	-0.040000	-0.052574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	K	O	46	50	K	O	-0.040000	-0.052574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	K	Q	46	52	K	Q	-0.040000	-0.052574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	K	–	46	265	K	endash	-0.041000	-0.052533	-0.011533	0.011533	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	K	—	46	266	K	emdash	-0.041000	-0.052533	-0.011533	0.011533	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	-	47	16	L	hyphen	-0.080000	-0.104468	-0.024468	0.024468	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	C	47	38	L	C	-0.031000	-0.046500	-0.015500	0.015500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	G	47	42	L	G	-0.031000	-0.046500	-0.015500	0.015500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	J	47	45	L	J	-0.030000	-0.030000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	O	47	50	L	O	-0.031000	-0.046500	-0.015500	0.015500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	Q	47	52	L	Q	-0.031000	-0.046500	-0.015500	0.015500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	T	47	55	L	T	-0.090000	-0.107500	-0.017500	0.017500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	U	47	56	L	U	-0.031000	-0.046500	-0.015500	0.015500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	V	47	57	L	V	-0.072000	-0.090460	-0.018460	0.018460	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	W	47	58	L	W	-0.060000	-0.080020	-0.020020	0.020020	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	Y	47	60	L	Y	-0.080000	-0.100000	-0.020000	0.020000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	a	47	68	L	a	-0.017000	-0.029000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	c	47	70	L	c	-0.017000	-0.029000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	d	47	71	L	d	-0.017000	-0.029000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	e	47	72	L	e	-0.017000	-0.029000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	g	47	74	L	g	-0.017000	-0.029000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	o	47	82	L	o	-0.017000	-0.029000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	q	47	84	L	q	-0.017000	-0.029000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	L	u	47	88	L	u	-0.012000	-0.024000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	M	C	48	38	M	C	-0.003000	-0.003000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	M	G	48	42	M	G	-0.003000	-0.003000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	M	O	48	50	M	O	-0.003000	-0.003000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	M	Q	48	52	M	Q	-0.003000	-0.003000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	M	T	48	55	M	T	-0.060000	-0.060000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	M	U	48	56	M	U	-0.003000	-0.003000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	,	50	15	O	comma	-0.038000	-0.057000	-0.019000	0.019000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	.	50	17	O	period	-0.038000	-0.057000	-0.019000	0.019000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	;	50	30	O	semicolon	-0.038000	-0.038000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	A	50	36	O	A	-0.001000	-0.001000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	I	50	44	O	I	-0.029000	-0.041574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	M	50	48	O	M	-0.004000	-0.004000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	T	50	55	O	T	-0.049000	-0.049000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	V	50	57	O	V	-0.020000	-0.032000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	W	50	58	O	W	-0.022000	-0.034000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	Y	50	60	O	Y	-0.032000	-0.044574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	O	Z	50	61	O	Z	-0.039000	-0.051574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	,	51	15	P	comma	-0.055000	-0.082500	-0.027500	0.027500	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	-	51	16	P	hyphen	-0.030000	-0.045000	-0.015000	0.015000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	.	51	17	P	period	-0.065000	-0.095000	-0.030000	0.030000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	/	51	18	P	slash	-0.080000	-0.104468	-0.024468	0.024468	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	:	51	29	P	colon	-0.003000	-0.003000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	;	51	30	P	semicolon	-0.055000	-0.055000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	A	51	36	P	A	-0.040000	-0.052574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	J	51	45	P	J	-0.070000	-0.070000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	M	51	48	P	M	-0.004000	-0.004000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	a	51	68	P	a	-0.042000	-0.050000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	c	51	70	P	c	-0.042000	-0.050000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	d	51	71	P	d	-0.042000	-0.063000	-0.021000	0.021000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	e	51	72	P	e	-0.042000	-0.050000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	g	51	74	P	g	-0.042000	-0.050000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	o	51	82	P	o	-0.042000	-0.050000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	q	51	84	P	q	-0.042000	-0.050000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	–	51	265	P	endash	-0.030000	-0.045000	-0.015000	0.015000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	P	—	51	266	P	emdash	-0.030000	-0.045000	-0.015000	0.015000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	,	52	15	Q	comma	-0.038000	-0.024923	0.013077	0.013077	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	.	52	17	Q	period	-0.038000	-0.026052	0.011948	0.011948	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	;	52	30	Q	semicolon	-0.038000	-0.038000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	A	52	36	Q	A	-0.001000	-0.001000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	I	52	44	Q	I	-0.029000	-0.041574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	M	52	48	Q	M	-0.004000	-0.004000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	T	52	55	Q	T	-0.049000	-0.049000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	V	52	57	Q	V	-0.020000	-0.032000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	W	52	58	Q	W	-0.022000	-0.034000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	Y	52	60	Q	Y	-0.032000	-0.044574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	Q	Z	52	61	Q	Z	-0.039000	-0.051574	-0.012574	0.012574	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	R	a	53	68	R	a	-0.012000	-0.024000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	R	c	53	70	R	c	-0.012000	-0.024000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	R	d	53	71	R	d	-0.012000	-0.024000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	R	e	53	72	R	e	-0.012000	-0.024000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	R	g	53	74	R	g	-0.012000	-0.024000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	R	o	53	82	R	o	-0.012000	-0.024000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	R	q	53	84	R	q	-0.012000	-0.024000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	,	55	15	T	comma	-0.075000	-0.099468	-0.024468	0.024468	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	-	55	16	T	hyphen	-0.070000	-0.094468	-0.024468	0.024468	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	.	55	17	T	period	-0.092000	-0.116468	-0.024468	0.024468	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	/	55	18	T	slash	-0.090000	-0.114468	-0.024468	0.024468	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	;	55	30	T	semicolon	-0.075000	-0.099468	-0.024468	0.024468	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	A	55	36	T	A	-0.087000	-0.087000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	C	55	38	T	C	-0.056000	-0.056000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	G	55	42	T	G	-0.056000	-0.056000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	J	55	45	T	J	-0.060000	-0.085000	-0.025000	0.025000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	M	55	48	T	M	-0.062000	-0.062000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	O	55	50	T	O	-0.056000	-0.056000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	Q	55	52	T	Q	-0.056000	-0.056000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	T	55	55	T	T	0.020000	0.020000	0.000000	0.000000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	a	55	68	T	a	-0.093000	-0.101000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	c	55	70	T	c	-0.080000	-0.088000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	d	55	71	T	d	-0.070000	-0.078000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	e	55	72	T	e	-0.080000	-0.088000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	g	55	74	T	g	-0.080000	-0.088000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	o	55	82	T	o	-0.093000	-0.101000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	T	q	55	84	T	q	-0.079000	-0.087000	-0.008000	0.008000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	U	A	56	36	U	A	-0.015000	-0.027000	-0.012000	0.012000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	V	,	57	15	V	comma	-0.106000	-0.120000	-0.014000	0.014000	false
comic-neue	Comic Neue	ofl/comicneue/ComicNeue-Regular.ttf	V	-	57	16	V	hyphen	-0.070000	-0.094468	-0.024468	0.024468	false
